8124		17
7924		17 18
7914		7 17
7906		7 17 18
7488		17 19
7296		7 17 19
7288		7 17 18 19
6812		8 17
6620		8 17 18
6602		7 8 17 18
6464		8 17 19
6272		7 8 17 18 19
5612		17 27
5420		17 18 27
5402		7 17 18 27
5176		13 17
4984		7 13 17 18
4976		17 19 27
4936		14 17
4784		7 17 18 19 27
4748		17 39
4744		7 14 17 18
4736		13 17 19
4608		7 17 18 19 42
4556		8 17 27
4548		17 18 39
4544		7 13 17 18 19
4538		7 17 39
4530		7 17 18 39
4496		14 17 19
4464		7 15 17 18
4424		8 13 17
4408		17 19 39
4384		7 16 17 18
4364		8 17 18 27
4346		7 8 17 18 27
4304		7 14 17 18 19
4232		7 8 13 17 18
4216		7 17 19 39
4208		7 17 18 19 39
4208		8 17 19 27
4208		17 24
4184		8 14 17
4156		13 14 17
4128		8 13 17 19
4040		17 47
4016		7 8 17 18 19 27
4016		7 17 18 24
3992		7 8 14 17 18
3976		7 15 17 18 19
3968		17 20
3964		7 13 14 17 18
3952		17 19 47
3944		7 17 18 47
3936		7 8 13 17 18 19
3920		17 24 27
3916		1 17
3908		1 17 18
3898		1 7 17
3896		7 16 17 18 19
3890		1 7 17 18
3888		8 14 17 19
3856		7 17 18 19 47
3848		8 17 47
3808		1 7 17 19
3804		1 8 17 18
3800		1 7 17 18 19
3788		13 14 17 19
3786		1 7 8 17 18
3776		7 17 18 54
3776		7 17 18 20
3760		8 17 19 47
3752		7 8 17 18 47
3744		7 8 17 18 19 42
3728		7 17 18 24 27
3696		7 8 14 17 18 19
3696		1 7 8 17 18 19
3680		8 13 14 17
3680		17 19 24
3664		7 8 17 18 19 47
3664		13 17 20
3656		7 17 18 19 54
3656		2 17
3640		13 17 24
3608		2 17 18
3602		2 7 17 18
3596		7 13 14 17 18 19
3592		13 17 27
3560		17 19 20
3540		8 17 39
3528		7 8 17 18 54
3528		17 40
3520		7 15 16 17 18
3516		11 17
3488		7 8 13 14 17 18
3488		7 17 18 19 24
3488		8 17 19 39
3480		8 17 20
3472		7 13 17 18 20
3472		14 17 20
3464		2 17 19
3448		7 13 17 18 24
3432		7 8 17 18 27 54
3416		2 7 17 18 19
3416		13 17 19 20
3408		7 8 17 18 19 54
3408		17 24 40
3400		7 13 17 18 27
3400		14 17 27
3400		14 17 24
3392		17 19 24 27
3384		8 13 14 17 19
3376		13 17 24 27
3376		5 7 17 18
3368		7 17 18 19 20
3360		8 17 19 20
3348		8 17 18 39
3336		7 17 40
3330		7 8 17 18 39
3328		13 14 17 20
3328		7 17 18 40
3320		8 13 17 20
3320		17 20 27
3316		11 17 18
3312		7 8 17 18 19 27 54
3306		7 11 17
3304		7 13 15 17 18
3298		7 11 17 18
3296		7 8 17 18 19 39
3292		1 17 39
3288		7 8 17 18 20
3288		17 27 40
3284		1 17 18 39
3280		7 14 17 18 20
3280		7 13 16 17 18
3274		1 7 17 39
3272		5 7 8 17 18
3272		13 17 19 24
3266		1 7 17 18 39
3256		1 7 17 19 39
3248		1 7 17 18 19 39
3244		17 37
3236		17 18 37
3232		5 7 13 17 18
3226		7 17 37
3224		7 13 17 18 19 20
3224		14 17 19 20
3218		7 17 18 37
3216		7 14 17 18 19 42
3216		7 13 17 18 19 42
3216		8 13 17 19 20
3216		7 17 18 24 40
3216		17 24 27 40
3208		7 14 17 18 27
3208		7 14 17 18 24
3208		8 17 18 37
3200		7 17 18 19 24 27
3192		7 8 13 14 17 18 19
3190		7 8 17 18 37
3188		1 8 17 18 39
3184		7 13 17 18 24 27
3184		5 7 17 18 20
3184		14 17 24 27
3170		1 7 8 17 18 39
3168		7 8 17 18 19 20
3160		7 8 15 17 18
3152		1 7 8 17 18 19 39
3152		13 14 17 19 20
3152		13 17 19 27
3152		17 20 24
3152		17 53
3148		17 18 55
3136		7 13 14 17 18 20
3130		7 17 18 55
3128		7 8 13 17 18 20
3128		5 7 8 13 17 18
3128		7 17 18 20 27
3128		7 8 16 17 18
3128		8 14 17 20
3124		13 14 17 24
3104		7 17 18 19 55
3102		17 18 53
3098		7 17 53
3096		7 17 18 27 40
3096		7 17 18 53
3080		7 15 16 17 18 19
3080		7 13 17 18 19 24
3080		5 7 17 18 19 20
3080		5 7 8 17 18 20
3068		8 11 17
3064		7 14 15 17 18
3064		13 14 17 27
3064		8 13 17 27
3056		8 13 14 17 20
3052		7 17 19 37
3044		7 17 18 19 37
3040		5 7 13 17 18 20
3040		7 14 16 17 18
3040		5 7 14 17 18
3032		7 14 17 18 19 20
3032		14 17 19 24
3032		8 17 20 27
3024		7 8 13 17 18 19 20
3024		7 17 18 24 27 40
3024		8 14 17 19 20
3020		17 19 53
3016		7 8 17 18 19 37
3016		5 7 8 17 18 27
